Issuer BaFin-Id,Issuer,Issuer Domicile,Issuer Country,Reportable BaFin-Id,Reportable,Reportable Domicile,Reportable Country,Rights §33 & §34,Rights §38,Rights §39,Publishing Date 
,,,,61070251,"Sachs, Reiner",,,"36,87","0,0","36,87",08.10.2021
,,,,40002549,Shareholder Value Beteiligungen AG,Frankfurt am Main,Deutschland,"31,9","0,00225","31,9",27.05.2019
,,,,40010064,Shareholder Value Management Aktiengesellschaft,Frankfurt am Main,Deutschland,"31,9","0,00225","31,9",27.05.2019
,,,,40032525,Value Focus Beteiligungs GmbH,Hofheim am Taunus,Deutschland,"36,87","0,0","36,87",08.10.2021
40001752,Intertainment Aktiengesellschaft,Feldafing,Deutschland,,,,,,,,
,,,,60490095,"Apell-Kölmel, Dr. Doris",,,"49,81",,,29.06.2015
,,,,61051483,"Hartwig, Jürgen",,,"5,001","0,0","5,001",28.12.2017
,,,,61065703,"Kaiser, Thomas",,,"5,00096","0,0","5,00096",02.03.2021
,,,,50037514,MK Medien Beteiligungs GmbH,Feldafing,Deutschland,"49,81",,,29.06.2015
,,,,61045822,"Petri, Felix Wilhelm",,,"5,97","0,0","5,97",14.01.2016
40002996,InTiCa Systems AG,Passau,Deutschland,,,,,,,,
,,,,61006105,"Diekmann, Dr. Dr. Axel",,,"30,28","0,0","30,28",06.11.2020
,,,,20000587,Global Derivative Trading GmbH,Lehrte,Deutschland,"25,11",,,18.09.2012
,,,,61006088,"Hiss, Tom",,,"5,02",,,07.01.2015
,,,,40010506,Ludic GmbH,Bad Oldesloe,Deutschland,"5,02",,,07.01.2015
,,,,61004084,"Wagner, Thorsten",,,"25,11",,,18.09.2012
50039689,Invision AG,Zug,Schweiz,,,,,,,,
,,,,60489587,"Rentrop, Norman",,,"15,01","0,0","15,01",28.10.2021
40006653,InVision Aktiengesellschaft,Düsseldorf,Deutschland,,,,,,,,
,,,,61002972,"Bollenbeck, Peter",,,"54,45","0,0","54,45",19.12.2019
,,,,50029524,IPConcept (Luxemburg) S.A.,Luxembourg-Strassen,Luxemburg,"4,564","0,0","4,564",01.04.2020
,,,,60489587,"Rentrop, Norman",,,"10,08","0,0","10,08",20.03.2020
,,,,40002879,Scherzer & Co. Aktiengesellschaft,Köln,Deutschland,"3,1898","0,0","3,1898",30.09.2016
,,,,61002973,"Schroer, Matthias",,,"51,01",,,21.06.2007
,,,,40026989,Waag & Zübert Value AG,Nürnberg,Deutschland,"3,09","0,0","3,09",11.04.2018
,,,,61002971,"Zohari, Armand",,,"51,01",,,21.06.2007
40027926,iQ International AG,Zug,Schweiz,,,,,,,,
,,,,61063281,"Berkson, Bruce",,,"6,32","0,0","6,32",02.01.2020
,,,,40029750,DSD Holdings Corp.,Richmond,Kanada,"9,03","0,0","9,03",03.01.2020
,,,,40029744,"ExWorks Capital, LLC",Wilmington,Vereinigte Staaten von Amerika,"0,0","7,4","7,4",03.01.2020
,,,,61063282,"Loman, Kevin",,,"15,79","6,57","22,36",27.01.2021
,,,,61063284,"Weiss, George",,,"11,04","8,91","19,95",31.01.2020
40004973,ItN Nanovation AG,Saarbrücken,Deutschland,,,,,,,,
,,,,61016246,"Angelo, Mark",,,"3,1",,,21.01.2011
,,,,40014111,YA Global Master SPV Ltd.,George Town,Cayman Inseln (Kaimaninseln),"3,1",,,21.01.2011
,,,,40014112,Yorkville Advisors LLC,Jersey City,Vereinigte Staaten von Amerika,"3,1",,,21.01.2011
,,,,61050258,"Zhang, Chunlin",,,"53,43","0,0","53,43",18.11.2016
40002052,IVU Traffic Technologies AG,Berlin,Deutschland,,,,,,,,
,,,,60489003,"Garben, Dr. Manfred",,,"7,47",,,06.04.2002
,,,,40025733,Gerlin N.V.,Maarsbergen,Niederlande,"5,07","0,0","5,07",28.03.2022
,,,,40001588,Mercedes-Benz Group AG,Stuttgart,Deutschland,"5,25","0,0","5,25",27.02.2019
,,,,60489781,"Sonntag, Prof. Dr. Herbert",,,"4,62",,,26.09.2013
,,,,40012423,Teslin Capital Management B.V.,Maarsbergen,Niederlande,"5,07","0,0","5,07",28.03.2022
40001563,JENOPTIK Aktiengesellschaft,Jena,Deutschland,,,,,,,,
,,,,10105515,Allianz Global Investors GmbH,Frankfurt am Main,Deutschland,"10,02","0,0","10,02",14.04.2022
,,,,10006949,Allianz SE,München,Deutschland,"5,69","0,0","5,69",13.03.2020
,,,,99500868,"Ameriprise Financial, Inc.",Wilmington,Vereinigte Staaten von Amerika,"3,23","0,0","3,23",12.05.2022
,,,,40011533,bm-t beteiligungsmanagement thüringen gmbh,Erfurt,Deutschland,"11,0",,,06.07.2011
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"9,82","0,0","9,82",06.04.2020
,,,,50039236,Freistaat Thüringen,Erfurt,Deutschland,"11,0",,,06.07.2011
,,,,40011532,Stiftung für Unternehmensbeteiligungen und -förderungen in der gewerblichen Wirtschaft Thüringens,Erfurt,Deutschland,"11,0",,,06.07.2011
,,,,10108138,"Thüringer Aufbaubank, Anstalt des öffentlichen Rechts",Erfurt,Deutschland,"11,0",,,06.07.2011
,,,,40011530,Thüringer Industriebeteiligungs-GmbH & Co. KG,Erfurt,Deutschland,"11,0",,,06.07.2011
,,,,40011531,Thüringer Industriebeteiligungsgeschäftsführungs GmbH,Erfurt,Deutschland,"11,0",,,06.07.2011
,,,,50043022,Wellington Management Group LLP,Boston,Vereinigte Staaten von Amerika,"3,26","0,0","3,26",04.05.2022
40000878,Joh. Friedrich Behrens Aktiengesellschaft,Ahrensburg,Deutschland,,,,,,,,
,,,,40005472,BeA Beteiligungsgesellschaft mbH,Hamburg,Deutschland,"46,23",,,25.06.2015
,,,,61000529,"Fischer-Zernin, Suzanne",,,"46,23",,,25.06.2015
,,,,60492714,"Fischer-Zernin, Tobias",,,"46,23",,,25.06.2015
,,,,40024486,JCJI GmbH,Hamburg,Deutschland,"20,0",,,25.06.2015
40023873,JOST Werke AG,Neu-Isenburg,Deutschland,,,,,,,,
,,,,10105515,Allianz Global Investors GmbH,Frankfurt am Main,Deutschland,"20,11","0,0","20,11",24.06.2021
,,,,10006949,Allianz SE,München,Deutschland,"11,4","0,0","11,4",19.05.2020
,,,,50040103,FMR LLC,Wilmington,Vereinigte Staaten von Amerika,"5,03","0,0","5,03",12.01.2022
,,,,10118334,Lupus alpha Investment GmbH,Frankfurt am Main,Deutschland,"3,00449","0,0","3,00449",12.08.2021
,,,,61064334,"Möhrle, Kai",,,"15,03","0,0","15,03",24.03.2022
,,,,10183182,ODDO BHF ASSET MANAGEMENT SAS,Paris,Frankreich,"3,05","0,0","3,05",03.02.2021
,,,,10105520,Universal-Investment-Gesellschaft mit beschränkter Haftung,Frankfurt am Main,Deutschland,"5,05","0,0","5,05",02.09.2021
40001106,Jungheinrich Aktiengesellschaft,Hamburg,Deutschland,,,,,,,,
,,,,60489226,"Klosterhalfen, Gabriele",,,"100,0","0,0","100,0",03.11.2016
,,,,50037729,Lange Vermögensverwaltung GbR,Wohltorf,Deutschland,"50,0",,,31.10.2002
,,,,60489301,"Lange, Petra",,,"100,0","0,0","100,0",03.11.2016
,,,,60489302,"Lange, Ursula",,,"100,0","0,0","100,0",03.11.2016
,,,,60489304,"Lange, Wolff",,,"100,0","0,0","100,0",03.11.2016
,,,,50037731,LJH-Holding GmbH,Wohltorf,Deutschland,"100,0","0,0","100,0",03.11.2016
,,,,60489532,"Piehl, Susanne",,,"100,0","0,0","100,0",03.11.2016
,,,,50037732,Ursula Lange-Stiftung,Wohltorf,Deutschland,"100,0","0,0","100,0",03.11.2016
,,,,60489187,"von Kameke, Hadmut",,,"100,0","0,0","100,0",03.11.2016
,,,,50039506,WJH-Holding GmbH,Wohltorf,Deutschland,"100,0","0,0","100,0",03.11.2016
,,,,60489994,"Wolf, Andreas",,,"100,0","0,0","100,0",03.11.2016
,,,,60489998,"Wolf, Hildegard",,,"100,0","0,0","100,0",03.11.2016
,,,,60490002,"Wolf, Thomas",,,"100,0","0,0","100,0",03.11.2016
40001292,K+S Aktiengesellschaft,Kassel,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"4,52","0,44","4,96",10.05.2022
,,,,40011719,Dimensional Holdings Inc.,Austin,Vereinigte Staaten von Amerika,"3,17","0,31","3,49",03.03.2021
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"3,00142","0,0","3,00142",04.03.2022
,,,,50005132,Société Générale S.A.,Paris,Frankreich,"0,15","4,99","5,14",18.03.2022
40001110,Kampa AG,Minden,Deutschland,,,,,,,,
,,,,61002252,"Prahl, Peder Erik",,,"75,12","0,0","75,12",15.05.2017
40001064,KAP AG,Fulda,Deutschland,,,,,,,,
,,,,61025528,"Conway, Jr., William Elias",,,"45,51","25,51","71,02",03.01.2020
,,,,61025526,"D'Aniello, Daniel Anthony",,,"45,51","25,51","71,02",07.01.2020
,,,,40011149,FM-Verwaltungsgesellschaft mbH,Stadtallendorf,Deutschland,"29,889",,,02.09.2014
,,,,61058068,"Heiche, Gunter",,,"4,01","0,0","4,01",14.09.2018
,,,,61058069,"Heiche, Rüdiger",,,"4,01","0,0","4,01",14.09.2018
,,,,61025525,"Rubenstein, David Mark",,,"45,51","25,51","71,02",03.01.2020
40031457,KATEK SE,München,Deutschland,,,,,,,,
,,,,10006949,Allianz SE,München,Deutschland,"5,00149","0,0","5,00149",07.05.2021
,,,,40031863,grosso tec AG,Landshut,Deutschland,"4,37","0,0","4,37",05.05.2021
,,,,61068770,"Koppitz, Rainer",,,"3,04","0,0","3,04",05.05.2021
,,,,40027308,PRIMEPULSE SE,München,Deutschland,"59,14","0,0","59,14",05.05.2021
,,,,50040380,Swedbank Robur Fonder AB,Sundbyberg,Schweden,"5,002","0,0","5,002",17.09.2021
40001189,KHD Humboldt Wedag International AG,Köln,Deutschland,,,,,,,,
,,,,40023250,Aviation Industry Corporation of China,Beijing,Volksrepublik China,"76,47",,,20.01.2014
,,,,40023249,"AVIC International Beijing Co., Ltd.",Beijing,Volksrepublik China,"76,47",,,20.01.2014
,,,,50078440,AVIC International Engineering Holdings Pte. Ltd.,Singapur,Republik Singapur,"76,47",,,20.01.2014
,,,,40014658,AVIC International Holding Corporation,Beijing,Volksrepublik China,"76,47",,,20.01.2014
,,,,40020862,AVIC International Holdings Limited,Shenzhen,Volksrepublik China,"76,47",,,20.01.2014
,,,,40014660,AVIC International Kairong Limited,Hong Kong,Hongkong,"76,47",,,20.01.2014
,,,,40020864,AVIC International Shenzhen Company Limited,Shenzhen,Volksrepublik China,"76,47",,,20.01.2014
,,,,40014659,"CATIC Beijing Co., Ltd",Beijing,Volksrepublik China,"20,0",,,02.03.2011
,,,,40023246,Golden Prosperity Group Limited,Road Town,Brit. Jungferninseln,"76,47",,,20.01.2014
,,,,40023244,Goldimax Group Limited,Road Town,Brit. Jungferninseln,"76,47",,,20.01.2014
,,,,40013223,IAT Reinsurance Company Ltd.,Hamilton,Bermuda,"4,68",,,16.06.2010
,,,,40023248,Kaihang Industrial Limited,Road Town,Brit. Jungferninseln,"76,47",,,20.01.2014
,,,,61013165,"Kellogg, Peter",,,"5,7",,,13.07.2010
,,,,40014662,Max Glory Industries Limited,Hong Kong,Hongkong,"76,47",,,20.01.2014
,,,,40014649,Volksrepublik China,Beijing,Volksrepublik China,"76,47",,,20.01.2014
40001552,KHD Humboldt Wedag Vermögensverwaltungs-AG,Köln,Deutschland,,,,,,,,
,,,,40023250,Aviation Industry Corporation of China,Beijing,Volksrepublik China,"89,98",,,21.01.2014
,,,,40023249,"AVIC International Beijing Co., Ltd.",Beijing,Volksrepublik China,"89,98",,,21.01.2014
,,,,50078440,AVIC International Engineering Holdings Pte. Ltd.,Singapur,Republik Singapur,"89,98",,,21.01.2014
,,,,40014658,AVIC International Holding Corporation,Beijing,Volksrepublik China,"89,98",,,21.01.2014
,,,,40020862,AVIC International Holdings Limited,Shenzhen,Volksrepublik China,"89,98",,,21.01.2014
,,,,40014660,AVIC International Kairong Limited,Hong Kong,Hongkong,"89,98",,,21.01.2014
,,,,40020864,AVIC International Shenzhen Company Limited,Shenzhen,Volksrepublik China,"89,98",,,21.01.2014
,,,,50039289,BLAKE INTERNATIONAL LIMITED,Road Town,Brit. Jungferninseln,"75,04",,,07.01.2008
,,,,40023246,Golden Prosperity Group Limited,Road Town,Brit. Jungferninseln,"89,98",,,21.01.2014
,,,,40023244,Goldimax Group Limited,Road Town,Brit. Jungferninseln,"89,98",,,21.01.2014
,,,,40008355,Humboldt Wedag GmbH,Köln,Deutschland,"75,04",,,07.01.2008
,,,,40023248,Kaihang Industrial Limited,Road Town,Brit. Jungferninseln,"89,98",,,21.01.2014
,,,,40012634,KHD Humboldt Wedag GmbH,Köln,Deutschland,"75,04",,,07.01.2008
,,,,40001189,KHD Humboldt Wedag International AG,Köln,Deutschland,"75,04",,,07.01.2008
,,,,50040454,KHD Humboldt Wedag International Ltd.,Hong Kong,Hongkong,"75,04",,,07.01.2008
,,,,40014662,Max Glory Industries Limited,Hong Kong,Hongkong,"89,98",,,21.01.2014
,,,,40014649,Volksrepublik China,Beijing,Volksrepublik China,"89,98",,,21.01.2014
40020514,KION GROUP AG,Frankfurt am Main,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"3,13","0,12","3,24",19.01.2022
,,,,40021334,"Shandong Heavy Industry Group Co., Ltd.",Jinan,Volksrepublik China,"47,23",,,24.02.2015
,,,,40014649,Volksrepublik China,Beijing,Volksrepublik China,"47,23",,,24.02.2015
,,,,40021333,Weichai Group Holdings Limited,Weifang,Volksrepublik China,"47,23",,,24.02.2015
,,,,40021330,Weichai Power (Luxembourg) Holding S.à r.l.,Luxembourg,Luxemburg,"47,23",,,24.02.2015
,,,,40021332,"Weichai Power Co., Ltd.",Weifang,Volksrepublik China,"47,23",,,24.02.2015
,,,,40021331,"Weichai Power Hong Kong International Development Co., Ltd.",Hong Kong,Hongkong,"47,23",,,24.02.2015
40003011,Klassik Radio AG,Augsburg,Deutschland,,,,,,,,
,,,,60490497,"Kubak, Ulrich",,,"68,22","0,0","68,22",25.11.2020
50038169,Klöckner & Co SE,Duisburg,Deutschland,,,,,,,,
,,,,60488885,"Daun, Dipl.-Kfm. Claas E.",,,"3,05","0,0","3,05",22.05.2019
,,,,40011719,Dimensional Holdings Inc.,Austin,Vereinigte Staaten von Amerika,"3,02","0,0","3,02",08.04.2022
,,,,61021474,"Loh, Friedhelm",,,"25,2456",,"25,2456",09.02.2016
,,,,40022230,SWOCTEM GmbH,Haiger,Deutschland,"25,2456",,"25,2456",09.02.2016
40026969,Knaus Tabbert AG,Jandelsbrunn,Deutschland,,,,,,,,
,,,,10006949,Allianz SE,München,Deutschland,"3,44","0,0","3,44",02.12.2021
,,,,40030915,Caledonia Holdings Co Pty Limited,Sydney,Australien,"5,47","0,0","5,47",01.10.2020
,,,,61065487,"de Pundert, Willem Paulus",,,"37,61","0,0","37,61",03.11.2021
,,,,40030918,Landmark Group Limited,St Peter Port,"Guernsey, Kanalinseln","25,06","0,0","25,06",13.10.2020
,,,,61065486,"Meertens, Klaas",,,"25,06","0,0","25,06",13.10.2020
,,,,50039519,"T. ROWE PRICE GROUP, INC.",Baltimore,Vereinigte Staaten von Amerika,"4,97","0,0","4,97",17.05.2021
,,,,40025552,"T. Rowe Price International Funds, Inc.",Baltimore,Vereinigte Staaten von Amerika,"4,46","0,0","4,46",01.10.2020
40002863,Knorr-Bremse Aktiengesellschaft,München,Deutschland,,,,,,,,
,,,,61068914,"Brühmüller, Robin",,,"58,99","0,0","58,99",18.05.2021
,,,,61068429,"Thiele, Nadia",,,"58,99","0,0","58,99",25.03.2021
40001589,Koenig & Bauer AG,Würzburg,Deutschland,,,,,,,,
,,,,60821810,"Bolza-Schünemann, Albrecht",,,"3,629",,,28.04.2015
,,,,60821822,"Bolza-Schünemann, Claus",,,"4,99988","0,0","4,99988",29.10.2021
,,,,61042536,"Klaeger, Rota",,,"3,567",,,28.04.2015
,,,,40025893,LOYS Investment S.A.,Munsbach,Luxemburg,"5,03","0,0","5,03",12.05.2022
,,,,40011495,MKB Holding GmbH,Wien,Österreich,"10,19","0,0","10,19",17.04.2018
,,,,10105517,Union Investment Privatfonds GmbH,Frankfurt,Deutschland,"5,09","0,88","5,97",01.08.2019
,,,,10105520,Universal-Investment-Gesellschaft mit beschränkter Haftung,Frankfurt am Main,Deutschland,"10,17","0,0","10,17",02.09.2021
50003820,KPS AG,Unterföhring,Deutschland,,,,,,,,
,,,,10006949,Allianz SE,München,Deutschland,"6,68","0,0","6,68",18.01.2018
,,,,61004585,"Grünewald, Uwe",,,"12,79","0,0","12,79",04.01.2016
,,,,61004584,"Musso, Leonardo",,,"12,92","0,0","12,92",04.01.2016
,,,,61004587,"Müller, Dietmar",,,"10,46","0,0","10,46",17.10.2017
,,,,61004586,"Tsifidaris, Michael",,,"24,27","0,0","24,27",30.06.2017
40006239,KROMI Logistik AG,Hamburg,Deutschland,,,,,,,,
,,,,40007082,Berkshire Hathaway Inc.,Wilmington,Vereinigte Staaten von Amerika,"9,74",,,30.06.2009
,,,,40018288,BH-IMC Holdings B.V.,Amsterdam,Niederlande,"9,74",,,30.06.2009
,,,,40018286,IMC International Metalworking Companies B.V.,Gouda,Niederlande,"9,74",,,30.06.2009
,,,,40018290,Iscar Limited,Tefen,Israel,"9,74",,,30.06.2009
,,,,60489587,"Rentrop, Norman",,,"81,73","3,27","85,0",20.12.2019
40001126,KRONES Aktiengesellschaft,Neutraubling,Deutschland,,,,,,,,
,,,,50039206,Beteiligungsgesellschaft Kronseder mit beschränkter Haftung,Neutraubling,Deutschland,"54,04",,,14.09.2004
,,,,40020092,Harald Kronseder Holding GmbH,Neutraubling,Deutschland,"54,04",,,01.02.2013
,,,,60489277,"Kronseder, Gunther",,,"54,04",,,14.09.2004
,,,,60489278,"Kronseder, Harald",,,"54,04",,,14.09.2004
,,,,60821428,"Kronseder, Leopold",,,"51,85",,,18.09.2013
,,,,60821430,"Kronseder, Nora",,,"51,85",,,18.09.2013
,,,,60489279,"Kronseder, Norman",,,"8,85",,,18.09.2013
,,,,60489280,"Kronseder, Volker",,,"54,04",,,14.09.2004
,,,,61006585,"Lambrecht-Schadeberg, Barbara",,,"5,04","0,0","5,04",20.12.2019
,,,,61006588,"Schadeberg, Bernhard",,,"5,04","0,0","5,04",20.12.2019
,,,,61006587,"Schadeberg-Herrmann, Petra",,,"5,04","0,0","5,04",20.12.2019
,,,,50040338,"Tweedy, Browne Company LLC",Wilmington,Vereinigte Staaten von Amerika,"3,12","0,0","3,12",05.08.2019
,,,,40022001,VMAX Familienstiftung,Neutraubling,Deutschland,"51,85",,,23.10.2013
40001123,KSB SE & Co. KGaA,Frankenthal,Deutschland,,,,,,,,
,,,,50038532,Klein Pumpen Gesellschaft mit beschränkter Haftung,Frankenthal,Deutschland,"79,7",,,21.05.2008
40001049,KUKA Aktiengesellschaft,Augsburg,Deutschland,,,,,,,,
,,,,40001049,KUKA Aktiengesellschaft,Augsburg,Deutschland,"3,07",,,11.06.2008
,,,,40024483,"Midea Group Co., Ltd.",Foshan,Volksrepublik China,"94,55","0,0","94,55",21.12.2018
40001587,KWS SAAT SE & Co. KGaA,Einbeck,Deutschland,,,,,,,,
,,,,60490129,"Büchting, Annette",,,"51,27",,,13.12.2002
,,,,60490132,"Büchting, Michael C.-E.",,,"51,27",,,13.12.2002
,,,,60490131,"Büchting-Hansing, Stephan O.",,,"51,27",,,13.12.2002
,,,,60490126,"Giesecke, Hansheinrich",,,"51,27",,,13.12.2002
,,,,60490125,"Nagel, Christa",,,"51,27",,,13.12.2002
,,,,61046355,"Oetker, Clara Christina",,,"56,016",,,14.10.2015
,,,,61046352,"Oetker, Johanna Sophie",,,"56,016",,,14.10.2015
,,,,61046353,"Oetker, Leopold Heinrich",,,"56,016",,,14.10.2015
,,,,61046356,"Oetker, Ludwig August",,,"56,016",,,14.10.2015
,,,,61046354,"Schnell, Dr. Marie Theres",,,"56,016",,,14.10.2015
,,,,60490128,"Schuppert, Dorothea",,,"51,27",,,13.12.2002
,,,,61026113,"Sohnemann, Arne",,,"56,09235",,,28.09.2012
,,,,61026114,"Sohnemann, Malte",,,"56,09235",,,28.09.2012
,,,,61026115,"Sohnemann, Matthias",,,"56,09235",,,28.09.2012
,,,,60490130,"Stratmann, Christiane",,,"51,27",,,13.12.2002
,,,,60490137,"Tessner, Hans-Joachim",,,"68,86","0,0","68,86",16.03.2021
,,,,40013764,"Zukunftsstiftung Jugend, Umwelt und Kultur",Einbeck,Deutschland,"56,097",,,08.10.2010
40003014,LANXESS Aktiengesellschaft,Köln,Deutschland,,,,,,,,
,,,,40005387,Barclays PLC,London,Großbritannien,"3,39","0,44","3,83",17.05.2022
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"4,71","1,52","6,23",13.05.2022
,,,,61002676,"Buffett, Warren E.",,,"5,015","0,0","5,015",04.01.2018
,,,,40011719,Dimensional Holdings Inc.,Austin,Vereinigte Staaten von Amerika,"3,004","0,02","3,03",13.02.2020
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"9,68","0,0","9,68",27.05.2020
,,,,40003014,LANXESS Aktiengesellschaft,Köln,Deutschland,"3,054","0,0","3,054",12.04.2019
,,,,40029047,NEW PERSPECTIVE FUND,Wilmington,Vereinigte Staaten von Amerika,"4,51","0,0","4,51",13.04.2022
,,,,50039651,"SMALLCAP World Fund, Inc.",Lutherville-Timonium,Vereinigte Staaten von Amerika,"3,16","0,0","3,16",09.02.2022
,,,,50039652,"The Capital Group Companies, Inc.",Los Angeles,Vereinigte Staaten von Amerika,"10,02","0,0","10,02",03.02.2022
40019594,LEG Immobilien SE,Düsseldorf,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"3,76","6,01","9,78",19.05.2022
,,,,40008683,Massachusetts Financial Services Company (MFS),Boston,Vereinigte Staaten von Amerika,"10,46","0,0","10,46",16.10.2019
,,,,50029287,MFS MERIDIAN FUNDS,Luxembourg,Luxemburg,"5,04","0,0","5,04",05.05.2022
,,,,40022736,UBS Group AG,Zürich,Schweiz,"3,01","0,33","3,34",05.05.2022
40001102,Leifheit Aktiengesellschaft,Nassau,Deutschland,,,,,,,,
,,,,40027063,"Alantra EQMC Asset Management, SGIIC, S.A.",Madrid,Spanien,"15,42","0,0","15,42",23.06.2021
,,,,40016591,EQMC ICAV,Dublin 2,Irland,"10,44","0,0","10,44",16.04.2020
,,,,40025733,Gerlin N.V.,Maarsbergen,Niederlande,"5,05","0,0","5,05",22.09.2017
,,,,60489231,"Knapp-Voith, Manuel",,,"10,03",,,05.02.2009
,,,,40001102,Leifheit Aktiengesellschaft,Nassau,Deutschland,"4,97",,,10.07.2014
,,,,61072344,"Loh, Ruthild",,,"8,26","0,0","8,26",02.05.2022
,,,,50029602,MainFirst,Strassen,Luxemburg,"5,02","0,0","5,02",18.08.2020
,,,,50038998,MKV Verwaltungs GmbH,Grünwald,Deutschland,"10,03",,,05.02.2009
,,,,50039651,"SMALLCAP World Fund, Inc.",Lutherville-Timonium,Vereinigte Staaten von Amerika,"3,03","0,0","3,03",24.02.2021
,,,,61058830,"Smith, Douglas",,,"3,521","0,0","3,521",08.03.2019
,,,,40012423,Teslin Capital Management B.V.,Maarsbergen,Niederlande,"5,05","0,0","5,05",22.09.2017
,,,,50039652,"The Capital Group Companies, Inc.",Los Angeles,Vereinigte Staaten von Amerika,"4,96","0,01","4,97",26.11.2021
40001122,LEONI AG,Nürnberg,Deutschland,,,,,,,,
,,,,40024447,CCF Cableteam Corporate Finance Service GmbH,Kapfenberg,Österreich,"3,02",,,06.11.2015
,,,,61065444,"Hetzner, Martin",,,"3,47","0,0","3,47",24.09.2020
,,,,40024446,Pengg Kabel GmbH,Kapfenberg,Österreich,"3,02",,,06.11.2015
,,,,40024445,Pengg Kabel Holding AG,Kapfenberg,Österreich,"3,02",,,06.11.2015
,,,,61000958,"Pierer, Dipl.-Ing. Stefan",,,"20,00003","0,0","20,00003",22.02.2022
,,,,60269909,"Wilms, Johann Erich",,,"3,003","0,0","3,003",25.07.2018
40001089,LEWAG Holding AG,Beverungen,Deutschland,,,,,,,,
,,,,60489121,"Hesselbach, Jochen H.",,,"14,58",,,12.04.2002
,,,,60489122,"Hesselbach, Jörn C.",,,"13,78",,,12.04.2002
,,,,50037965,HEVA Verwaltungs- und Anlagengesellschaft mbH & Co. KG,Lauenförde,Deutschland,"64,18",,,12.04.2002
40031473,Linus Digital Finance AG,Berlin,Deutschland,,,,,,,,
,,,,61068949,"Neuhoff, David Johannes",,,"9,35","0,0","9,35",20.05.2021
,,,,61055154,"Samwer, Alexander",,,"64,62","0,0","64,62",22.12.2021
40001761,LPKF Laser & Electronics Aktiengesellschaft,Garbsen,Deutschland,,,,,,,,
,,,,50039651,"SMALLCAP World Fund, Inc.",Lutherville-Timonium,Vereinigte Staaten von Amerika,"4,91","2,22","7,12",16.05.2022
,,,,50039652,"The Capital Group Companies, Inc.",Los Angeles,Vereinigte Staaten von Amerika,"4,91","2,22","7,12",16.05.2022
40001104,LS INVEST AG,Duisburg,Deutschland,,,,,,,,
,,,,61005690,"López González, Eustasio Antonio",,,"76,33","0,0","76,33",22.01.2019
40002543,LS telcom Aktiengesellschaft,Lichtenau,Deutschland,,,,,,,,
,,,,50029468,Axxion S.A.,Grevenmacher,Luxemburg,"8,6","0,0","8,6",24.07.2018
,,,,61072146,"Haindl, Simon",,,"3,95","0,0","3,95",01.04.2022
,,,,60489312,"Lebherz, Dr.-Ing. Manfred",,,"28,83",,,05.04.2007
,,,,60489711,"Schöne, Dr. Georg",,,"27,75","0,0","27,75",06.07.2018
,,,,61022894,"Weispfenning, Ingrid",,,"9,39",,,16.07.2012
40001527,Ludwig Beck am Rathauseck - Textilhaus Feldmeier Aktiengesellschaft,München,Deutschland,,,,,,,,
,,,,60488908,"Doblinger, Alfons",,,"24,38","0,0","24,38",08.12.2020
,,,,61001394,"Greiner, Christian",,,"26,13","0,0","26,13",17.08.2021
,,,,50038242,Ost-West Beteiligungs- und Grundstücksverwaltungs-Aktiengesellschaft,Köln,Deutschland,"5,007",,"0,0",19.06.2009
,,,,40001201,"Rheintex Verwaltungs AG (vormals Rheinische Textilfabriken AG, gegründet 1910)",Köln,Deutschland,"3,019",,,25.06.2009
,,,,61000257,"Wöhrl, Hans Rudolf",,,"25,19","0,0","25,19",17.08.2021
40002381,Maier + Partner Aktiengesellschaft,Reutlingen,Deutschland,,,,,,,,
,,,,61052953,"Hinterhofer, Konrad",,,"9,91","0,0","9,91",16.02.2018
40001572,Mainova Aktiengesellschaft,Frankfurt am Main,Deutschland,,,,,,,,
,,,,50006097,Stadt Frankfurt am Main,Frankfurt am Main,Deutschland,"99,65",,,06.06.2002
,,,,50038353,Stadtwerke Frankfurt am Main Holding GmbH,Frankfurt am Main,Deutschland,"99,65",,,19.04.2002
,,,,40001326,Thüga Aktiengesellschaft,München,Deutschland,"99,65",,,19.04.2002
,,,,40012649,Thüga Holding GmbH & Co. KGaA,München,Deutschland,"99,65",,,28.01.2010
40005430,Manz AG,Reutlingen,Deutschland,,,,,,,,
,,,,40029385,AIM INTERNATIONAL MUTUAL FUNDS (INVESCO INTERNATIONAL MUTUAL FUNDS),Wilmington,Vereinigte Staaten von Amerika,"6,46","0,0","6,46",10.10.2019
,,,,40008476,Invesco Ltd.,Hamilton,Bermuda,"6,46","0,0","6,46",10.10.2019
,,,,40011872,JANUS HENDERSON GROUP PLC,St Helier,"Jersey, Kanalinseln","3,44","0,0","3,44",12.07.2021
