Issuer BaFin-Id,Issuer,Issuer Domicile,Issuer Country,Reportable BaFin-Id,Reportable,Reportable Domicile,Reportable Country,Rights §33 & §34,Rights §38,Rights §39,Publishing Date 
,,,,40025041,Zerena GmbH,Grünwald,Deutschland,"9,0","0,0","9,0",10.11.2020
40001478,Deutsche Lufthansa Aktiengesellschaft,Köln,Deutschland,,,,,,,,
,,,,40000763,Bundesrepublik Deutschland,Berlin,Deutschland,"14,16","0,0","14,16",07.10.2021
,,,,61046345,"Kühne, Klaus-Michael",,,"10,01","0,0","10,01",11.04.2022
,,,,50005132,Société Générale S.A.,Paris,Frankreich,"0,04","5,4","5,44",26.04.2022
10104007,Deutsche Pfandbriefbank AG,München,Deutschland,,,,,,,,
,,,,10006949,Allianz SE,München,Deutschland,,,,
,,,,40011719,Dimensional Holdings Inc.,Austin,Vereinigte Staaten von Amerika,"3,01","0,0","3,01",12.09.2018
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"3,12","0,0","3,12",09.05.2022
,,,,40018403,RAG-Stiftung,Essen,Deutschland,"4,5","0,0","4,5",18.05.2018
40002108,Deutsche Post AG,Bonn,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"5,12","0,05","5,17",09.05.2022
,,,,40000763,Bundesrepublik Deutschland,Berlin,Deutschland,"24,89",,,10.04.2013
,,,,10108527,Kreditanstalt für Wiederaufbau,Frankfurt am Main,Deutschland,"24,89",,,10.04.2013
40001613,Deutsche Real Estate Aktiengesellschaft,Berlin,Deutschland,,,,,,,,
,,,,61006812,"Levy, Zohar",,,"78,98",,,08.05.2009
,,,,40008763,Neston (International) Ltd.,Gibraltar,Gibraltar,"75,98",,,30.08.2007
,,,,40008762,SUMMIT FINANCE LIMITED,St Peter Port,"Guernsey, Kanalinseln","75,98",,,30.08.2007
,,,,40008764,SUMMIT GERMANY LIMITED,St. Peter Port,"Guernsey, Kanalinseln","75,98",,,30.08.2007
,,,,40008761,Summit Luxco S.à r.l.,Luxembourg,Luxemburg,"75,98",,,30.08.2007
,,,,40011296,Summit Real Estate Holdings Ltd,Haifa,Israel,"78,98",,,08.05.2009
,,,,40008190,Summit Real Estate Lambda GmbH,Berlin,Deutschland,"75,98",,,30.08.2007
,,,,40011295,Unifinter Administratiekantoor B.V.,Amsterdam,Niederlande,"78,98",,,08.05.2009
,,,,40008368,W2005 Projectpauli GmbH,Frankfurt am Main,Deutschland,"75,98",,,14.12.2005
40000239,Deutsche Telekom AG,Bonn,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"4,91","0,08","4,99",21.09.2017
,,,,40000763,Bundesrepublik Deutschland,Berlin,Deutschland,"31,696",,,18.03.2008
,,,,10108527,Kreditanstalt für Wiederaufbau,Frankfurt am Main,Deutschland,"16,8702",,,12.03.2008
,,,,40031498,SoftBank Group Corp.,Tokyo,Japan,"4,51","0,0","4,51",07.10.2021
,,,,40003642,"The Goldman Sachs Group, Inc.",Wilmington,Vereinigte Staaten von Amerika,"0,28","4,84","5,13",18.05.2022
40001722,Deutsche Wohnen SE,Berlin,Deutschland,,,,,,,,
,,,,40020637,Vonovia SE,Bochum,Deutschland,"86,87","0,0","86,87",03.11.2021
40001150,DEUTZ Aktiengesellschaft,Köln,Deutschland,,,,,,,,
,,,,40005367,AllianceBernstein Corporation,Wilmington,Vereinigte Staaten von Amerika,"3,72","0,0","3,72",16.06.2021
,,,,40031903,Ardan Livvey Investors B.V.,Amsterdam,Niederlande,"5,00075","0,0","5,00075",22.11.2021
,,,,40011719,Dimensional Holdings Inc.,Austin,Vereinigte Staaten von Amerika,"4,97","0,0","4,97",15.05.2020
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"4,99","0,0","4,99",23.03.2022
,,,,40011872,JANUS HENDERSON GROUP PLC,St Helier,"Jersey, Kanalinseln","4,16","0,0","4,16",08.07.2021
,,,,10105520,Universal-Investment-Gesellschaft mit beschränkter Haftung,Frankfurt am Main,Deutschland,"3,09","0,0","3,09",01.09.2021
50030113,DF Deutsche Forfait Aktiengesellschaft,Grünwald Kr München,Deutschland,,,,,,,,
,,,,61031722,"Manzouri, Dr. Shahab",,,"79,14","0,0","79,14",11.07.2016
10005129,DFV Deutsche Familienversicherung AG,Frankfurt am Main,Deutschland,,,,,,,,
,,,,61004319,"Glatzel, Georg",,,"9,56","0,0","9,56",13.07.2020
,,,,10105547,Helaba Invest Kapitalanlagegesellschaft mbH,Frankfurt am Main,Deutschland,"14,38","0,0","14,38",15.07.2020
,,,,61063721,"Knoll, Dr. Stefan M.",,,"19,45","35,86","55,3",13.07.2020
,,,,60234406,"Pesarini, Luca",,,"22,02","39,66","61,68",15.07.2021
,,,,61059024,"Rhein, Dr. Hans-Werner",,,"1,26","61,91","63,17",07.12.2018
,,,,10001093,VEREINIGTE POSTVERSICHERUNG VVaG,Stuttgart,Deutschland,"14,28","0,0","14,28",13.07.2020
,,,,61058737,"Vogel, Annett",,,"9,56","45,73","55,29",13.07.2020
,,,,61058738,"Vogel, Elias",,,"9,56","45,73","55,29",13.07.2020
,,,,61058739,"Vogel, Noah",,,"9,56","45,73","55,29",13.07.2020
40002988,DIC Asset AG,Frankfurt am Main,Deutschland,,,,,,,,
,,,,40013981,Fidelity Securities Fund,Boston,Vereinigte Staaten von Amerika,"3,14","0,0","3,14",28.01.2021
,,,,50040103,FMR LLC,Wilmington,Vereinigte Staaten von Amerika,"6,84","0,0","6,84",06.09.2021
,,,,61066172,"Heller, Yannick Patrick",,,"10,1","0,0","10,1",18.02.2021
,,,,40018403,RAG-Stiftung,Essen,Deutschland,"10,01","0,0","10,01",10.07.2017
,,,,61000274,"Schmidt, Prof. Dr. Gerhard",,,"34,7","0,0","34,7",15.03.2022
50080191,"Diebold Nixdorf, Incorporated",Columbus,Vereinigte Staaten von Amerika,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"9,58","2,96","12,54",17.05.2021
,,,,61050840,"Gabelli, Mario",,,"6,28","0,0","6,28",06.09.2016
,,,,40022854,iShares Trust,Wilmington,Vereinigte Staaten von Amerika,"5,05","3,7","8,75",17.10.2018
,,,,61065042,"Miller III., William H.",,,"4,06","0,0","4,06",09.03.2021
,,,,40005584,Morgan Stanley,Wilmington,Vereinigte Staaten von Amerika,"1,9","4,8","6,7",18.05.2022
,,,,61057883,"Sikka, Samir",,,"3,474","0,0","3,474",03.05.2022
,,,,40018413,Vanguard Index Funds,Wilmington,Vereinigte Staaten von Amerika,"4,999","0,0","4,999",23.03.2022
40001010,Dierig Holding Aktiengesellschaft,Augsburg,Deutschland,,,,,,,,
,,,,40006095,SPR Treuhand- und Beteiligungs-AG,Konstanz,Deutschland,"4,90952",,,21.08.2015
,,,,50039101,Textil - Treuhand Gesellschaft mit beschränkter Haftung,Augsburg,Deutschland,"70,13",,,09.04.2002
40001028,DMG MORI AKTIENGESELLSCHAFT,Bielefeld,Deutschland,,,,,,,,
,,,,40011066,DMG Mori K.K.,Nagoya City,Japan,"76,03","0,0","76,03",16.06.2016
40001003,Dorstener Maschinenfabrik Aktiengesellschaft,Dorsten,Deutschland,,,,,,,,
,,,,61050259,"Jüde, Hans",,,"5,671","0,0","5,671",02.09.2016
40002701,Dr. Hönle Aktiengesellschaft,Gräfelfing,Deutschland,,,,,,,,
,,,,10105515,Allianz Global Investors GmbH,Frankfurt am Main,Deutschland,"3,14","0,0","3,14",19.11.2019
,,,,40025733,Gerlin N.V.,Maarsbergen,Niederlande,"5,04","0,0","5,04",13.04.2017
,,,,40010093,Lazard Frères Gestion S.A.S.,Paris,Frankreich,"3,11","0,0","3,11",24.02.2022
,,,,61064334,"Möhrle, Kai",,,"11,09","0,0","11,09",23.03.2022
,,,,40012423,Teslin Capital Management B.V.,Maarsbergen,Niederlande,"5,04","0,0","5,04",13.04.2017
,,,,60489895,"Vits, Dr. Hans-Joachim",,,"4,63","0,0","4,63",04.10.2017
40000971,Drägerwerk AG & Co. KGaA,Lübeck,Deutschland,,,,,,,,
,,,,61047168,"Ahlmann, Johanna",,,"0,0","67,19","67,19",15.01.2016
,,,,50037802,Dr. Heinrich Dräger Gesellschaft mit beschränkter Haftung,Lübeck,Deutschland,"67,19",,,15.07.2010
,,,,61047167,"Dräger, Hartwig",,,"0,0001","67,19","67,19",15.01.2016
,,,,61047169,"Dräger, Marianne",,,"0,0","67,19","67,19",15.01.2016
,,,,61047170,"Dräger, Matthias",,,"0,0","67,19","67,19",15.01.2016
,,,,60490098,"Dräger, Stefan",,,"68,36",,,15.07.2010
,,,,61047171,"Dräger, Theo",,,"0,57","67,19","67,76",15.01.2016
,,,,40024828,Dräger-Familienstiftung,Frankfurt am Main,Deutschland,"0,0","67,19","67,19",15.01.2016
,,,,40007649,Dräger-Stiftung,Lübeck,Deutschland,"0,12","67,19","67,31",15.01.2016
,,,,40006354,Stefan Dräger GmbH,Lübeck,Deutschland,"67,19",,,15.07.2010
,,,,40024829,Wolf-B. Dräger Verwaltungs GmbH,Lübeck,Deutschland,"0,0","67,19","67,19",15.01.2016
10148810,DWS Group GmbH & Co. KGaA,Frankfurt am Main,Deutschland,,,,,,,,
,,,,10100003,DEUTSCHE BANK AKTIENGESELLSCHAFT,Frankfurt am Main,Deutschland,"77,25","2,25","80,0",28.05.2018
,,,,40015021,Nippon Life Insurance Company,Osaka,Japan,"5,0","0,0","5,0",28.03.2018
40000990,Dürr Aktiengesellschaft,Stuttgart,Deutschland,,,,,,,,
,,,,50040401,"Alecta pensionsförsäkring, ömsesidigt",Stockholm,Schweden,"3,15",,,17.11.2014
,,,,10182770,Candriam Luxembourg,Strassen,Luxemburg,"3,12","0,0","3,12",25.04.2022
,,,,50029477,Credit Suisse Fund Management S.A.,Luxembourg,Luxemburg,"3,03","0,0","3,03",23.04.2020
,,,,60488918,"Dürr, Dr.-Ing. E.h. Heinz",,,"28,14",,,05.04.2011
,,,,50037552,Heinz Dürr GmbH,Berlin,Deutschland,"28,14",,,05.04.2011
,,,,40021010,Heinz und Heide Dürr Stiftung,Berlin,Deutschland,"3,468",,,05.07.2013
40001338,E.ON SE,Düsseldorf,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"5,01","0,03","5,03",18.05.2022
,,,,40016474,Canada Pension Plan Investment Board,Toronto,Kanada,"5,02","0,0007","5,02",10.06.2020
,,,,10105513,DWS Investment GmbH,Frankfurt,Deutschland,"3,02","0,00066","3,02",18.01.2021
,,,,40001211,RWE Aktiengesellschaft,Essen,Deutschland,"15,0","0,0","15,0",11.12.2020
,,,,50039652,"The Capital Group Companies, Inc.",Los Angeles,Vereinigte Staaten von Amerika,"3,02","0,0","3,02",01.12.2021
40002558,ECHOS Holding AG,Frankfurt am Main,Deutschland,,,,,,,,
,,,,61071422,"Arbajter, Petar",,,"13,17","0,0","13,17",03.02.2022
,,,,40033046,Innovestica Holdings Inc.,Vancouver,Kanada,"16,8","0,0","16,8",03.02.2022
,,,,61064148,"Tismer, Michael",,,"25,49","0,0","25,49",03.02.2022
40001731,Eckert & Ziegler Strahlen- und Medizintechnik AG,Berlin,Deutschland,,,,,,,,
,,,,50037622,Eckert Wagniskapital und Frühphasenfinanzierung GmbH,Panketal OT Zepernick,Deutschland,"38,78",,,26.04.2002
,,,,60488927,"Eckert, Dr. Andreas",,,"38,78",,,26.04.2002
,,,,40008476,Invesco Ltd.,Hamilton,Bermuda,"5,07","0,0","5,07",20.11.2020
99500871,ecotel communication ag,Düsseldorf,Deutschland,,,,,,,,
,,,,61058319,"Aniskina, Maria",,,"7,83","0,0","7,83",22.10.2018
,,,,61008467,"Magsamen, Sascha Valentin Peter",,,"4,99","0,0","4,99",06.05.2022
,,,,61005668,"Morozov, Andrey",,,"29,99","0,0","29,99",29.10.2018
,,,,61060236,"Schmier, Hans",,,"3,2","0,0","3,2",28.08.2020
,,,,61006741,"Zils, Peter",,,"25,64",,,11.01.2010
40024440,EDAG Engineering Group AG,Arbon,Schweiz,,,,,,,,
,,,,50029468,Axxion S.A.,Grevenmacher,Luxemburg,"4,98","0,0","4,98",30.01.2018
,,,,61001445,"Helmig, Dr. med. Lutz M.",,,"70,66","0,0","70,66",06.07.2018
,,,,40025893,LOYS Investment S.A.,Munsbach,Luxemburg,"5,03","0,0","5,03",01.10.2020
,,,,40013235,LOYS SICAV,Munsbach,Luxemburg,"3,06","0,0","3,06",04.01.2022
40000966,edding Aktiengesellschaft,Ahrensburg,Deutschland,,,,,,,,
,,,,61047321,"Ledermann, Anika",,,"25,29","0,0","25,29",07.01.2016
,,,,60489316,"Ledermann, Beatrix",,,"74,71","0,0","74,71",11.01.2016
,,,,61047320,"Ledermann, Elisa Sophie",,,"74,63","0,0","74,63",14.07.2017
,,,,61053530,"Ledermann, Felip Elias",,,"12,69","0,0","12,69",12.07.2017
,,,,61005875,"Ledermann, Jan Moritz",,,"68,45","0,0","68,45",07.01.2016
,,,,61001627,"Ledermann, Julia Marie",,,"68,45","0,0","68,45",11.01.2016
,,,,61047319,"Ledermann, Leon Thadaeus",,,"74,69","0,0","74,69",23.03.2017
,,,,61047329,"Ledermann, Luis Gabriel",,,"12,09","0,0","12,09",07.01.2016
,,,,60489317,"Ledermann, Per",,,"98,17","0,0","98,17",05.01.2016
,,,,61033351,"Ledermann, Yannick Nicolas",,,"68,45","0,0","68,45",07.01.2016
,,,,60489731,"Schumacher, Angelika",,,"68,45","0,0","68,45",07.01.2016
,,,,61025221,"Schumacher, David Alexander",,,"68,45","0,0","68,45",07.01.2016
,,,,60262711,"Schumacher, Dina Alexandra",,,"68,45","0,0","68,45",07.01.2016
40000982,Eifelhöhen-Klinik Aktiengesellschaft,Bonn,Deutschland,,,,,,,,
,,,,40000982,Eifelhöhen-Klinik Aktiengesellschaft,Bonn,Deutschland,"3,022",,,30.01.2014
,,,,61003774,"Fortmeier, Bruno",,,"25,13","0,0","25,13",23.08.2019
,,,,40027960,Graaler GmbH & Co. Immobilien KG,Hamburg,Deutschland,"14,19","0,0","14,19",09.11.2021
,,,,40006627,Graaler Strandperle GmbH & Co. KG,Hamburg,Deutschland,"14,19","0,0","14,19",09.11.2021
,,,,40003070,MEDIQON Group AG,Königstein im Taunus,Deutschland,"20,15","0,0","20,15",09.11.2021
,,,,40002879,Scherzer & Co. Aktiengesellschaft,Köln,Deutschland,"3,47","0,0","3,47",12.11.2021
40001012,Einhell Germany AG,Landau an der Isar,Deutschland,,,,,,,,
,,,,50029468,Axxion S.A.,Grevenmacher,Luxemburg,"7,16",,,12.07.2004
,,,,50039208,Thannhuber AG,Landau a.d. Isar,Deutschland,"100,0",,,18.12.2002
40000984,Eisen- und Hüttenwerke Aktiengesellschaft,Andernach,Deutschland,,,,,,,,
,,,,40001876,thyssenkrupp AG,Essen,Deutschland,"87,98","0,0","87,98",28.08.2019
40001581,Elanix Biotechnologies AG,Berlin,Deutschland,,,,,,,,
,,,,61058671,"Bao, Fang",,,"22,45","0,0","22,45",12.12.2018
,,,,61060119,"Silling, Anja",,,"12,85","0,0","12,85",25.06.2019
40001726,Elmos Semiconductor SE,Dortmund,Deutschland,,,,,,,,
,,,,40001726,Elmos Semiconductor SE,Dortmund,Deutschland,"3,4","0,0","3,4",21.09.2021
,,,,40025733,Gerlin N.V.,Maarsbergen,Niederlande,"5,01","0,0","5,01",09.05.2017
,,,,61008263,"Hinrichs, Maritta",,,"15,001","0,0","15,001",15.06.2020
,,,,40012423,Teslin Capital Management B.V.,Maarsbergen,Niederlande,"5,01","0,0","5,01",09.05.2017
,,,,61008207,"Weyer, Dr. Klaus",,,"22,68","0,0","22,68",22.09.2021
,,,,61008202,"Weyer, Elisabeth",,,"22,1","0,0","22,1",20.08.2021
,,,,61008259,"Zimmer, Elke",,,"15,87","0,0","15,87",20.08.2021
,,,,61008258,"Zimmer, Prof. Dr. Günter",,,"16,29","0,0","16,29",26.10.2021
40001370,ElringKlinger AG,Dettingen / Erms,Deutschland,,,,,,,,
,,,,40024429,H.K.L. Holding Stiftung,Vaduz,Liechtenstein,"5,13","0,0","5,13",06.08.2018
,,,,40023077,Klaus Lechler Familienstiftung,Neuhausen a.d.Fildern,Deutschland,"51,05","0,0","51,05",24.05.2018
,,,,40023264,Lechler Stiftung,Ludwigsburg,Deutschland,"52,04","0,0","52,04",25.05.2018
,,,,50076403,Stiftung Klaus Lechler,Basel,Schweiz,"51,05","0,0","51,05",24.05.2018
40023284,elumeo SE,Berlin,Deutschland,,,,,,,,
,,,,61043510,"Boyé, Wolfgang",,,"33,02","0,0","33,02",11.12.2018
,,,,50040017,FPM Funds,Grevenmacher,Luxemburg,"7,93",,,07.07.2015
,,,,61043514,"Jamratkittiwan, Teerasak",,,"26,23","0,0","26,23",17.12.2018
,,,,61043513,"Jarmuske, Thomas",,,"33,02","0,0","33,02",11.12.2018
,,,,61043512,"Kirn, Boris",,,"33,02","0,0","33,02",11.12.2018
,,,,10105520,Universal-Investment-Gesellschaft mit beschränkter Haftung,Frankfurt am Main,Deutschland,"9,91","0,0","9,91",01.11.2021
20000275,Enapter AG,Heidelberg,Deutschland,,,,,,,,
,,,,20000063,mwb fairtrade Wertpapierhandelsbank AG,Gräfelfing,Deutschland,"9,83","0,0","9,83",11.04.2022
,,,,61065129,"Schmidt, Sebastian-Justus",,,"64,24","9,83","74,07",11.04.2022
,,,,61068324,"Storozhenko, Sergei",,,"3,57","0,83","4,4",19.03.2021
40001487,EnBW Energie Baden-Württemberg AG,Karlsruhe,Deutschland,,,,,,,,
,,,,50038590,Land Baden-Württemberg,Stuttgart,Deutschland,"46,75","46,75","93,5",18.01.2016
,,,,50039127,Zweckverband Oberschwäbische Elektrizitätswerke (OEW),Ravensburg,Deutschland,"46,75","46,75","93,5",18.01.2016
20000258,ENCAVIS AG,Hamburg,Deutschland,,,,,,,,
,,,,10105502,BayernInvest Kapitalverwaltungsgesellschaft mbH,München,Deutschland,"4,04","0,0","4,04",19.12.2019
,,,,60488850,"Büll, Albert H.K.",,,"27,7","0,0","27,7",13.12.2019
,,,,61071204,"Kaufmann, Caroline",,,"25,09","0,0","25,09",24.12.2021
,,,,60490413,"Kreke, Dr. Henning",,,"3,45","0,0","3,45",25.10.2016
,,,,61001682,"Kreke, Dr. Jörn",,,"3,45","0,0","3,45",25.10.2016
,,,,60820810,"Krüper, Dr. Manfred",,,"25,07","0,0","25,07",20.12.2021
,,,,61071081,"Krüper, Sebastian",,,"25,46","0,0","25,46",20.12.2021
,,,,60489337,"Liedtke, Dr. Cornelius",,,"27,7","0,0","27,7",13.12.2019
,,,,60489338,"Liedtke, Elke",,,"27,7","0,0","27,7",13.12.2019
,,,,40024613,Pelaba Consult GmbH,Neubiberg,Deutschland,"25,07","0,0","25,07",30.03.2022
,,,,40024614,PELABA Vermögensverwaltungs GmbH & Co. KG,Neubiberg,Deutschland,"28,33","0,0","28,33",29.09.2021
,,,,50008653,Versicherungskammer Bayern Versicherungsanstalt des öffentlichen Rechts,München,Deutschland,"4,03","0,0","4,03",14.02.2020
40002368,Energiekontor AG,Bremen,Deutschland,,,,,,,,
,,,,60489295,"Lammers, Günter",,,"28,58","0,0","28,58",21.09.2016
,,,,10105517,Union Investment Privatfonds GmbH,Frankfurt,Deutschland,"5,06","0,0","5,06",09.02.2021
,,,,10105520,Universal-Investment-Gesellschaft mit beschränkter Haftung,Frankfurt am Main,Deutschland,"6,73","0,0","6,73",06.09.2021
,,,,60489982,"Wilkens, Dr. Bodo",,,"28,56","0,0","28,56",21.09.2016
40002927,Epigenomics AG,Berlin,Deutschland,,,,,,,,
,,,,61064212,"Gottlieb, Jacob",,,"5,19","0,0","5,19",21.04.2020
,,,,60489523,"Pfitzke, Markus",,,"5,6","4,22","9,82",27.04.2022
,,,,60490353,"Zours, Wilhelm Konrad Thomas",,,"28,36","62,28","90,64",26.01.2022
40001693,Erotik-Abwicklungsgesellschaft Aktiengesellschaft,Hamburg,Deutschland,,,,,,,,
,,,,40016153,Schleswig-Holsteinische Sparkassen- Vermögensverwaltungs- und Beteiligungs GmbH,Kiel,Deutschland,"13,11",,,04.01.2012
,,,,40016151,Schleswig-Holsteinische Sparkassen-Förderungs GmbH & Co. KG,Kiel,Deutschland,"13,11",,,03.01.2012
,,,,10190028,Sparkassen- und Giroverband für Schleswig-Holstein,Kiel,Deutschland,"13,11",,,29.12.2011
,,,,40016236,Venus Hyggelig GmbH,Kiel,Deutschland,"13,11",,,29.12.2011
,,,,40016152,Verwaltungsgesellschaft der schleswig-holsteinischen Sparkassenorganisation GbR,Kiel,Deutschland,"13,11",,,04.01.2012
40006623,ERWE Immobilien AG,Frankfurt am Main,Deutschland,,,,,,,,
,,,,60488931,"Ehlerding, Dipl.-Kfm. Karl",,,"4,83","0,0","4,83",18.01.2019
,,,,60488932,"Ehlerding, Ingrid",,,"4,83","0,0","4,83",18.01.2019
,,,,50037765,Elbstein AG,Hamburg,Deutschland,"11,38","0,0","11,38",03.05.2022
,,,,61059075,"Harloff, Axel",,,"33,71","0,0","33,71",09.12.2020
,,,,61059073,"Harloff, Nicole",,,"33,71","0,0","33,71",09.12.2020
,,,,61059076,"Weitzel, Heinz-Rüdiger",,,"31,2","0,0","31,2",15.09.2021
40000989,EUROKAI GmbH & Co. KGaA,Hamburg,Deutschland,,,,,,,,
,,,,40020659,Eckelmann GmbH,Hamburg,Deutschland,"75,47",,,14.03.2013
,,,,60490150,"Eckelmann, Thomas H.",,,"75,02",,,29.11.2002
,,,,40020270,Familie Thomas Eckelmann GmbH & Co. KG,Hamburg,Deutschland,"75,47",,,11.01.2013
,,,,40020271,Familie Thomas Eckelmann Verwaltungsgesellschaft mbH,Hamburg,Deutschland,"75,47",,,11.01.2013
,,,,50078673,J.F. Müller & Sohn Beteiligungs GmbH,Hamburg,Deutschland,"20,71",,,11.04.2014
,,,,50037724,Thomas H. Eckelmann GmbH,Hamburg,Deutschland,"75,47",,,28.09.2010
20000020,EUWAX Aktiengesellschaft,Stuttgart,Deutschland,,,,,,,,
,,,,50019975,Boerse Stuttgart GmbH,Stuttgart,Deutschland,"84,07",,,26.05.2015
,,,,10105509,HANSAINVEST Hanseatische Investment-GmbH,Hamburg,Deutschland,"3,49","0,0","3,49",02.11.2021
,,,,50038610,Vereinigung Baden-Württembergische Wertpapierbörse e.V.,Stuttgart,Deutschland,"83,85",,,16.01.2008
40011953,Evonik Industries AG,Essen,Deutschland,,,,,,,,
,,,,40030243,AVGP Limited,St Helier,"Jersey, Kanalinseln","3,03","0,0","3,03",02.06.2021
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"3,08","0,04","3,12",08.06.2021
,,,,40018403,RAG-Stiftung,Essen,Deutschland,"74,04",,,21.07.2015
40001730,Evotec SE,Hamburg,Deutschland,,,,,,,,
,,,,40006048,"BlackRock, Inc.",Wilmington,Vereinigte Staaten von Amerika,"3,08","0,59","3,67",11.11.2021
,,,,40011013,Government of the Emirate of Abu Dhabi,Abu Dhabi,Vereinigte Arabische Emirate,"5,62","0,0","5,62",20.11.2020
,,,,50081498,Novo Nordisk Fonden,Hellerup,Dänemark,"10,1","0,0","10,1",28.02.2017
,,,,60489483,"Oetker, Roland",,,"4,77","0,0","4,77",08.11.2021
,,,,50039519,"T. ROWE PRICE GROUP, INC.",Baltimore,Vereinigte Staaten von Amerika,"10,03","0,0","10,03",19.04.2022
,,,,40025552,"T. Rowe Price International Funds, Inc.",Baltimore,Vereinigte Staaten von Amerika,"3,1","0,59","3,69",09.04.2021
40001694,Eyemaxx Real Estate AG,Aschaffenburg,Deutschland,,,,,,,,
,,,,61069941,"Bogatzki, Dr. Arnd",,,"5,02","0,0","5,02",21.10.2021
,,,,61068835,"Karic, Bogoljub",,,"4,2","0,0","4,2",11.05.2021
,,,,61055164,"Kowar, Johann",,,"12,44","0,0","12,44",06.05.2021
,,,,20000227,Lang & Schwarz Aktiengesellschaft,Düsseldorf,Deutschland,"4,99","0,0","4,99",05.03.2018
,,,,61068733,"Molnar, Vera",,,"4,57","0,0","4,57",06.05.2021
,,,,61018292,"Müller, Dr. Michael",,,"19,79","0,0","19,79",05.11.2021
40003619,Fair Value REIT-AG,Gräfelfing,Deutschland,,,,,,,,
,,,,40032968,"Apollo Global Management, Inc.",Wilmington,Vereinigte Staaten von Amerika,"84,35","0,0","84,35",07.01.2022
,,,,61021670,"Wecken, Ferry",,,"84,35","0,0","84,35",25.07.2020
,,,,61055903,"Wecken, Ina",,,"84,35","0,0","84,35",25.07.2020
,,,,61014750,"Wecken, Klaus",,,"84,35","0,0","84,35",25.07.2020
40022612,FCR Immobilien Aktiengesellschaft,Pullach i.Isartal,Deutschland,,,,,,,,
,,,,61065860,"Fuchs, Ludwig A.",,,"8,5","0,0","8,5",05.11.2020
,,,,61065859,"Raudies, Falk",,,"64,41","0,0","64,41",21.04.2022
,,,,61065906,"Rödig, Jürgen",,,"4,3","0,0","4,3",10.11.2020
,,,,10105520,Universal-Investment-Gesellschaft mit beschränkter Haftung,Frankfurt am Main,Deutschland,"6,94","0,0","6,94",13.10.2021
,,,,10001103,WWK Lebensversicherung auf Gegenseitigkeit,München,Deutschland,"3,38","0,0","3,38",13.10.2021
40000995,Fernheizwerk Neukölln Aktiengesellschaft,Berlin,Deutschland,,,,,,,,
,,,,50040402,Königreich Schweden,Stockholm,Schweden,"75,218",,,19.11.2003
,,,,50040405,Vattenfall AB,Solna,Schweden,"75,218",,,19.11.2003
,,,,50037590,Vattenfall Europe Wärme Aktiengesellschaft,Berlin,Deutschland,"75,218",,,19.11.2003
,,,,50037697,Vattenfall GmbH,Berlin,Deutschland,"75,218",,,19.11.2003
40000988,Fielmann Aktiengesellschaft,Hamburg,Deutschland,,,,,,,,
,,,,50037737,Fielmann Familienstiftung,Hamburg,Deutschland,"55,0",,,21.03.2013
,,,,50037738,fielmann INTER-OPTIK GmbH & Co.,Hamburg,Deutschland,"55,0",,,21.03.2013
,,,,60488960,"Fielmann, Günther",,,"69,9",,,11.08.2006
,,,,60488961,"Fielmann, Marc",,,"71,64",,,12.04.2013
,,,,60488962,"Fielmann, Sophie Luise",,,"71,64",,,12.04.2013
,,,,50077865,KORVA SE,Berlin,Deutschland,"55,0",,,10.01.2013
40001800,First Sensor AG,Berlin,Deutschland,,,,,,,,
,,,,61062897,"Addis, John",,,"12,31","0,0","12,31",07.09.2021
,,,,10105509,HANSAINVEST Hanseatische Investment-GmbH,Hamburg,Deutschland,"3,5","0,0","3,5",04.11.2021
,,,,10183333,SYQUANT Capital,Paris,Frankreich,"3,4","0,0","3,4",23.10.2020
,,,,40010363,TE Connectivity Ltd.,Schaffhausen,Schweiz,"71,87","0,0","71,87",13.03.2020
10117887,flatexDEGIRO AG,Frankfurt am Main,Deutschland,,,,,,,,
,,,,61065780,"Fransen, Mark",,,"8,61","0,0","8,61",11.01.2021
,,,,61003922,"Förtsch, Bernd",,,"19,62","0,0","19,62",28.10.2020
,,,,40031029,Granular Fund Limited,George Town,Cayman Inseln (Kaimaninseln),"3,19","0,0","3,19",04.08.2021
,,,,61065779,"Keetman, Stephan",,,"8,61","0,0","8,61",11.01.2021
,,,,61065782,"Klok, Niels",,,"6,7","0,0","6,7",28.10.2020
,,,,61065792,"Mordehachvili, Thiago",,,"3,19","0,0","3,19",04.08.2021
,,,,40005584,Morgan Stanley,Wilmington,Vereinigte Staaten von Amerika,"0,36","10,91","11,27",06.05.2022
,,,,40009980,"Polaris Capital Management, LLC",Boston,Vereinigte Staaten von Amerika,"3,02","0,0","3,02",24.11.2021
